,Hood_ID,NeighbourhoodName,City,Premises_Type
367,1,West Humber-Clairville (1),Toronto,Commercial
368,1,West Humber-Clairville (1),Toronto,House
369,1,West Humber-Clairville (1),Toronto,Commercial
370,1,West Humber-Clairville (1),Toronto,Educational
371,1,West Humber-Clairville (1),Toronto,House
372,1,West Humber-Clairville (1),Toronto,Educational
373,1,West Humber-Clairville (1),Toronto,Outside
374,1,West Humber-Clairville (1),Toronto,House
375,1,West Humber-Clairville (1),Toronto,Other
376,1,West Humber-Clairville (1),Toronto,House
377,1,West Humber-Clairville (1),Toronto,Outside
378,1,West Humber-Clairville (1),Toronto,Outside
379,1,West Humber-Clairville (1),Toronto,Outside
380,1,West Humber-Clairville (1),Toronto,House
381,1,West Humber-Clairville (1),Toronto,Outside
382,1,West Humber-Clairville (1),Toronto,Educational
383,1,West Humber-Clairville (1),Toronto,Educational
384,1,West Humber-Clairville (1),Toronto,Outside
385,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Educational
386,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
387,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Other
388,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
389,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Other
390,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
391,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Apartment
392,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Apartment
393,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
394,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
395,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Apartment
396,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Other
397,2,Mount Olive-Silverstone-Jamestown (2),Toronto,House
398,7,Willowridge-Martingrove-Richview (7),Toronto,Outside
399,2,Mount Olive-Silverstone-Jamestown (2),Toronto,House
400,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
401,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Commercial
402,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
403,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
404,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Educational
405,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Apartment
406,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Commercial
407,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Commercial
408,2,Mount Olive-Silverstone-Jamestown (2),Toronto,House
409,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Other
410,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Commercial
411,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Commercial
412,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
413,19,Long Branch (19),Toronto,House
414,7,Willowridge-Martingrove-Richview (7),Toronto,House
415,7,Willowridge-Martingrove-Richview (7),Toronto,House
416,7,Willowridge-Martingrove-Richview (7),Toronto,House
417,7,Willowridge-Martingrove-Richview (7),Toronto,House
418,17,Mimico (includes Humber Bay Shores) (17),Toronto,Apartment
419,7,Willowridge-Martingrove-Richview (7),Toronto,House
420,14,Islington-City Centre West (14),Toronto,House
421,33,Clanton Park (33),Toronto,Transit
422,11,Eringate-Centennial-West Deane (11),Toronto,Apartment
423,2,Mount Olive-Silverstone-Jamestown (2),Toronto,Outside
424,17,Mimico (includes Humber Bay Shores) (17),Toronto,Outside
425,14,Islington-City Centre West (14),Toronto,House
426,14,Islington-City Centre West (14),Toronto,Outside
427,14,Islington-City Centre West (14),Toronto,Apartment
428,14,Islington-City Centre West (14),Toronto,Apartment
429,14,Islington-City Centre West (14),Toronto,Commercial
430,14,Islington-City Centre West (14),Toronto,Outside
431,14,Islington-City Centre West (14),Toronto,Commercial
432,14,Islington-City Centre West (14),Toronto,House
433,14,Islington-City Centre West (14),Toronto,House
434,14,Islington-City Centre West (14),Toronto,Apartment
435,14,Islington-City Centre West (14),Toronto,Outside
436,14,Islington-City Centre West (14),Toronto,Apartment
437,14,Islington-City Centre West (14),Toronto,Transit
438,14,Islington-City Centre West (14),Toronto,Apartment
439,14,Islington-City Centre West (14),Toronto,Other
440,14,Islington-City Centre West (14),Toronto,Apartment
441,14,Islington-City Centre West (14),Toronto,Other
442,14,Islington-City Centre West (14),Toronto,Other
443,14,Islington-City Centre West (14),Toronto,Commercial
444,14,Islington-City Centre West (14),Toronto,Commercial
445,15,Kingsway South (15),Toronto,House
446,14,Islington-City Centre West (14),Toronto,Commercial
447,14,Islington-City Centre West (14),Toronto,Commercial
448,14,Islington-City Centre West (14),Toronto,Outside
449,14,Islington-City Centre West (14),Toronto,Other
450,14,Islington-City Centre West (14),Toronto,Commercial
451,14,Islington-City Centre West (14),Toronto,Commercial
452,14,Islington-City Centre West (14),Toronto,House
453,14,Islington-City Centre West (14),Toronto,Apartment
454,14,Islington-City Centre West (14),Toronto,Outside
455,14,Islington-City Centre West (14),Toronto,Outside
456,14,Islington-City Centre West (14),Toronto,Transit
457,14,Islington-City Centre West (14),Toronto,Other
458,14,Islington-City Centre West (14),Toronto,Other
459,14,Islington-City Centre West (14),Toronto,Apartment
460,14,Islington-City Centre West (14),Toronto,Apartment
461,14,Islington-City Centre West (14),Toronto,Commercial
462,14,Islington-City Centre West (14),Toronto,House
463,14,Islington-City Centre West (14),Toronto,House
464,14,Islington-City Centre West (14),Toronto,House
465,14,Islington-City Centre West (14),Toronto,Transit
466,14,Islington-City Centre West (14),Toronto,House
